,label_fr,description,description_tokens,description_wosw,description_lemmas,simple,simple_tokens,simple_wosw,simple_lemmas,fautes,fautes_tokens,fautes_wosw,fautes_lemmas
721,varices,La peau de mes mollets est devenue enflammée et rouge. Mes jambes me font mal si j'essaie de courir ou de faire des activités physiques.,La peau de mes mollets est devenue enflammée et rouge . Mes jambes me font mal si j' essaie de courir ou de faire des activités physiques .,peau mollets devenue enflammée rouge . jambes mal essaie courir faire activités physiques .,le peau de mon mollet être devenir enflammé et rouge . mon jambe me faire mal si je essayer de courir ou de faire un activité physique .,La peau de mes mollets est rouge et enflée. Mes jambes me font mal quand je cours ou que je fais du sport.,La peau de mes mollets est rouge et enflée . Mes jambes me font mal quand je cours ou que je fais du sport .,peau mollets rouge enflée . jambes mal cours sport .,le peau de mon mollet être rouge et enfler . mon jambe me faire mal quand je courir ou que je faire de sport .,La po de mes molé est rouge et enflé. Mes jambe me font mal quand je cour ou que je fais du sport.,La po de mes molé est rouge et enflé . Mes jambe me font mal quand je cour ou que je fais du sport .,po molé rouge enflé . jambe mal cour sport .,le po de mon molé être rouge et enfler . mon jambe me faire mal quand je cour ou que je faire de sport .
623,psoriasis,"J'ai eu du mal à dormir à cause des démangeaisons et de l'inconfort causés par l'éruption cutanée. Il y a de petits creux dans mes ongles, ce qui est vraiment inquiétant.","J' ai eu du mal à dormir à cause des démangeaisons et de l' inconfort causés par l' éruption cutanée . Il y a de petits creux dans mes ongles , ce qui est vraiment inquiétant .","mal dormir cause démangeaisons inconfort causés éruption cutanée . petits creux ongles , vraiment inquiétant .","je avoir avoir de mal à dormir à cause un démangeaison et de le inconfort causer par le éruption cutané . il y avoir de petit creux dans mon ongle , ce qui être vraiment inquiétant .","J'ai du mal à dormir à cause des démangeaisons et de l'inconfort des boutons. Il y a des petits trous dans mes ongles, ce qui m'inquiète.","J' ai du mal à dormir à cause des démangeaisons et de l' inconfort des boutons . Il y a des petits trous dans mes ongles , ce qui m' inquiète .","mal dormir cause démangeaisons inconfort boutons . petits trous ongles , inquiète .","je avoir de mal à dormir à cause un démangeaison et de le inconfort de bouton . il y avoir un petit trou dans mon ongle , ce qui me inquiet .","J'ai du mal a dormir a cause des demangeaison et de l'inconfort des bouton. Il y a des petit trou dans mes ongle, sa m'inquiete.","J' ai du mal a dormir a cause des demangeaison et de l' inconfort des bouton . Il y a des petit trou dans mes ongle , sa m' inquiete .","mal dormir cause demangeaison inconfort bouton . petit trou ongle , inquiete .","je avoir de mal avoir dormir avoir cause un demangeaison et de le inconfort de bouton . il y avoir un petit trou dans mon ongle , son me inquiete ."
472,impétigo,"J'ai des éruptions cutanées avec des plaies cloquantes. Les plaies cloquantes sont remplies de liquide, élevées, et désagréables au toucher. J'ai aussi une forte fièvre.","J' ai des éruptions cutanées avec des plaies cloquantes . Les plaies cloquantes sont remplies de liquide , élevées , et désagréables au toucher . J' ai aussi une forte fièvre .","éruptions cutanées plaies cloquantes . plaies cloquantes remplies liquide , élevées , désagréables toucher . forte fièvre .","je avoir un éruption cutaner avec un plaie cloquante . le plaie cloquante être remplir de liquide , élevé , et désagréable au toucher . je avoir aussi un fort fièvre .","J'ai des éruptions cutanées avec des plaies qui font des cloques. Les cloques sont remplies de liquide, élevées, et ça fait mal quand je les touche. J'ai aussi une forte fièvre.","J' ai des éruptions cutanées avec des plaies qui font des cloques . Les cloques sont remplies de liquide , élevées , et ça fait mal quand je les touche . J' ai aussi une forte fièvre .","éruptions cutanées plaies cloques . cloques remplies liquide , élevées , mal touche . forte fièvre .","je avoir un éruption cutaner avec un plaie qui faire un cloque . le cloque être remplir de liquide , élevé , et cela faire mal quand je le touche . je avoir aussi un fort fièvre .","J'ai des éruption cutané avec des plaie qui font des cloque. Les cloque sont rempli de liquide, élevé, et sa fais mal quand je les touche. J'ai aussi une forte fièvre.","J' ai des éruption cutané avec des plaie qui font des cloque . Les cloque sont rempli de liquide , élevé , et sa fais mal quand je les touche . J' ai aussi une forte fièvre .","éruption cutané plaie cloque . cloque rempli liquide , élevé , mal touche . forte fièvre .","je avoir un éruption cutané avec un plaie qui faire un cloque . le cloque être remplir de liquide , élevé , et son fai mal quand je le touche . je avoir aussi un fort fièvre ."
347,réaction médicamenteuse,"J'ai des éruptions sur la poitrine et le dos et je me gratte partout sur le corps. J'ai parfois la peau qui pèle, ce qui crée souvent des marques sur mon corps.","J' ai des éruptions sur la poitrine et le dos et je me gratte partout sur le corps . J' ai parfois la peau qui pèle , ce qui crée souvent des marques sur mon corps .","éruptions poitrine dos gratte partout corps . peau pèle , crée marques corps .","je avoir un éruption sur le poitrine et le dos et je me gratter partout sur le corps . je avoir parfois le peau qui pèle , ce qui créer souvent de marque sur mon corps .","J'ai des boutons sur la poitrine et le dos et je me gratte partout. Parfois, ma peau pèle et ça fait des marques sur mon corps.","J' ai des boutons sur la poitrine et le dos et je me gratte partout . Parfois , ma peau pèle et ça fait des marques sur mon corps .","boutons poitrine dos gratte partout . , peau pèle marques corps .","je avoir un bouton sur le poitrine et le dos et je me gratter partout . parfois , mon peau pèle et cela faire un marque sur mon corps .","J'ai des bouton sur la poitrine et le dos et je me gratte partou. Parfoi, ma peau pèle et sa fais des marque sur mon corps.","J' ai des bouton sur la poitrine et le dos et je me gratte partou . Parfoi , ma peau pèle et sa fais des marque sur mon corps .","bouton poitrine dos gratte partou . Parfoi , peau pèle marque corps .","je avoir un bouton sur le poitrine et le dos et je me gratter partou . Parfoi , mon peau pèle et son fai de marque sur mon corps ."
505,paludisme,"En plus de mes démangeaisons intenses, frissons, nausées et forte fièvre, je me sens vraiment mal. En plus de mon mal de tête et de ma transpiration excessive, j'ai souffert de douleurs musculaires sévères et de nausées.","En plus de mes démangeaisons intenses , frissons , nausées et forte fièvre , je me sens vraiment mal . En plus de mon mal de tête et de ma transpiration excessive , j' ai souffert de douleurs musculaires sévères et de nausées .","démangeaisons intenses , frissons , nausées forte fièvre , sens vraiment mal . mal tête transpiration excessive , souffert douleurs musculaires sévères nausées .","en plus de mon démangeaison intense , frisson , nausée et fort fièvre , je me sentir vraiment mal . en plus de mon mal de tête et de mon transpiration excessif , je avoir souffrir de douleur musculaire sévère et de nausée .","En plus de mes démangeaisons, frissons, nausées et forte fièvre, je me sens vraiment mal. En plus de mon mal de tête et de ma transpiration, j'ai très mal aux muscles et j'ai souvent la nausée.","En plus de mes démangeaisons , frissons , nausées et forte fièvre , je me sens vraiment mal . En plus de mon mal de tête et de ma transpiration , j' ai très mal aux muscles et j' ai souvent la nausée .","démangeaisons , frissons , nausées forte fièvre , sens vraiment mal . mal tête transpiration , mal muscles nausée .","en plus de mon démangeaison , frisson , nausée et fort fièvre , je me sentir vraiment mal . en plus de mon mal de tête et de mon transpiration , je avoir très mal à muscle et je avoir souvent le nausée .","En plus de mes démangeaison, frison, nausée et forte fièvre, je me sens vraiment mal. En plus de mon mal de tete et de ma transpiration, j'ai très mal au muscles et j'ai souvent la nausée.","En plus de mes démangeaison , frison , nausée et forte fièvre , je me sens vraiment mal . En plus de mon mal de tete et de ma transpiration , j' ai très mal au muscles et j' ai souvent la nausée .","démangeaison , frison , nausée forte fièvre , sens vraiment mal . mal tete transpiration , mal muscles nausée .","en plus de mon démangeaison , frison , nauser et fort fièvre , je me sentir vraiment mal . en plus de mon mal de tete et de mon transpiration , je avoir très mal au muscle et je avoir souvent le nausée ."
748,varices,"Les veines visibles sur mes mollets me rendent gêné et embarrassé. Elles sont enflées et ressortent de ma peau, ce qui les rend très visibles.","Les veines visibles sur mes mollets me rendent gêné et embarrassé . Elles sont enflées et ressortent de ma peau , ce qui les rend très visibles .","veines visibles mollets rendent gêné embarrassé . enflées ressortent peau , visibles .","le veine visible sur mon mollet me rendre gêner et embarrasser . lui être enfler et ressortir de mon peau , ce qui le rendre très visible .","Les veines visibles sur mes mollets me rendent gêné et embarrassé. Elles sont enflées et ressortent de ma peau, ce qui les rend très visibles.","Les veines visibles sur mes mollets me rendent gêné et embarrassé . Elles sont enflées et ressortent de ma peau , ce qui les rend très visibles .","veines visibles mollets rendent gêné embarrassé . enflées ressortent peau , visibles .","le veine visible sur mon mollet me rendre gêner et embarrasser . lui être enfler et ressortir de mon peau , ce qui le rendre très visible .","Les veines visible sur mes mollet me rende gêné et embarrassé. Elles sont enflé et ressorte de ma peau, sa les rend très visible.","Les veines visible sur mes mollet me rende gêné et embarrassé . Elles sont enflé et ressorte de ma peau , sa les rend très visible .","veines visible mollet rende gêné embarrassé . enflé ressorte peau , visible .","le veine visible sur mon mollet me rend gêner et embarrasser . lui être enfler et ressort de mon peau , son le rendre très visible ."
702,typhoïde,"Je me sens très faible. J'ai beaucoup d'inconfort abdominal et de la constipation, ce qui me dérange vraiment. J'ai parfois une forte envie de vomir, et en conséquence, je ne peux rien manger.","Je me sens très faible . J' ai beaucoup d' inconfort abdominal et de la constipation , ce qui me dérange vraiment . J' ai parfois une forte envie de vomir , et en conséquence , je ne peux rien manger .","sens faible . beaucoup inconfort abdominal constipation , dérange vraiment . forte envie vomir , conséquence , rien manger .","je me sentir très faible . je avoir beaucoup de inconfort abdominal et de le constipation , ce qui me déranger vraiment . je avoir parfois un fort envie de vomir , et en conséquence , je ne pouvoir rien manger .","Je me sens très faible. J'ai souvent mal au ventre et de la constipation, ce qui me dérange beaucoup. J'ai parfois envie de vomir, et du coup, je ne peux rien manger.","Je me sens très faible . J' ai souvent mal au ventre et de la constipation , ce qui me dérange beaucoup . J' ai parfois envie de vomir , et du coup , je ne peux rien manger .","sens faible . mal ventre constipation , dérange beaucoup . envie vomir , coup , rien manger .","je me sentir très faible . je avoir souvent mal au ventre et de le constipation , ce qui me déranger beaucoup . je avoir parfois envier de vomir , et de coup , je ne pouvoir rien manger .","Je me sens tré faible. J'ai souvent mal au ventre et de la constipation, sa me dérange beaucoup. J'ai parfois envie de vomir, et du coup, je peux rien manger.","Je me sens tré faible . J' ai souvent mal au ventre et de la constipation , sa me dérange beaucoup . J' ai parfois envie de vomir , et du coup , je peux rien manger .","sens tré faible . mal ventre constipation , dérange beaucoup . envie vomir , coup , rien manger .","je me sentir tré faible . je avoir souvent mal au ventre et de le constipation , son me déranger beaucoup . je avoir parfois envier de vomir , et de coup , je pouvoir rien manger ."
685,typhoïde,"J'ai beaucoup de nausées et de vomissements, et il m'est très difficile de manger quoi que ce soit. J'ai complètement perdu l'appétit, et en conséquence, je suis devenu très faible.","J' ai beaucoup de nausées et de vomissements , et il m' est très difficile de manger quoi que ce soit . J' ai complètement perdu l' appétit , et en conséquence , je suis devenu très faible .","beaucoup nausées vomissements , difficile manger . complètement perdu appétit , conséquence , devenu faible .","je avoir beaucoup de nausée et de vomissement , et il me être très difficile de manger quoi que ce soit . je avoir complètement perdre le appétit , et en conséquence , je être devenir très faible .",J'ai souvent envie de vomir et je vomis beaucoup. C'est très difficile pour moi de manger. J'ai perdu l'appétit et je suis devenu très faible.,J' ai souvent envie de vomir et je vomis beaucoup . C' est très difficile pour moi de manger . J' ai perdu l' appétit et je suis devenu très faible .,envie vomir vomis beaucoup . difficile manger . perdu appétit devenu faible .,je avoir souvent envier de vomir et je vomir beaucoup . ce être très difficile pour moi de manger . je avoir perdre le appétit et je être devenir très faible .,J'ai souvan envi de vomir et je vomi beaucou. C'est tré difisil pour moi de manger. J'ai perdu l'apéti et je sui devenue tré faible.,J' ai souvan envi de vomir et je vomi beaucou . C' est tré difisil pour moi de manger . J' ai perdu l' apéti et je sui devenue tré faible .,souvan envi vomir vomi beaucou . tré difisil manger . perdu apéti sui devenue tré faible .,je avoir souvan envi de vomir et je vomir beaucou . ce être trer difisil pour moi de manger . je avoir perdre le apéti et je sui devenir tré faible .
650,psoriasis,"J'ai eu du mal à dormir à cause des démangeaisons et de la douleur causées par l'éruption cutanée. Mes ongles ont de petites encoches, ce qui est vraiment inquiétant. De plus, mes articulations me font mal tous les jours et je ne sais pas ce qui cause cela.","J' ai eu du mal à dormir à cause des démangeaisons et de la douleur causées par l' éruption cutanée . Mes ongles ont de petites encoches , ce qui est vraiment inquiétant . De plus , mes articulations me font mal tous les jours et je ne sais pas ce qui cause cela .","mal dormir cause démangeaisons douleur causées éruption cutanée . ongles petites encoches , vraiment inquiétant . , articulations mal jours sais cause .","je avoir avoir de mal à dormir à cause un démangeaison et de le douleur causer par le éruption cutané . mon ongle avoir de petit encoche , ce qui être vraiment inquiétant . de plus , mon articulation me faire mal tout le jour et je ne savoir pas ce qui cause celer .","J'ai du mal à dormir parce que ça me gratte et ça me fait mal à cause des boutons. Mes ongles ont des petits trous, c'est inquiétant. En plus, mes articulations me font mal tous les jours et je ne sais pas pourquoi.","J' ai du mal à dormir parce que ça me gratte et ça me fait mal à cause des boutons . Mes ongles ont des petits trous , c' est inquiétant . En plus , mes articulations me font mal tous les jours et je ne sais pas pourquoi .","mal dormir gratte mal cause boutons . ongles petits trous , inquiétant . , articulations mal jours sais .","je avoir de mal à dormir parce que cela me gratter et cela me faire mal à cause un bouton . mon ongle avoir un petit trou , ce être inquiéter . en plus , mon articulation me faire mal tout le jour et je ne savoir pas pourquoi .","J'ai du mal a dormir parce que sa me gratte et sa me fais mal a cause des boutons. Mes ongles ont des petits trous, c'est inquiétant. En plus, mes articulations me font mal tout les jours et je sais pas pourquoi.","J' ai du mal a dormir parce que sa me gratte et sa me fais mal a cause des boutons . Mes ongles ont des petits trous , c' est inquiétant . En plus , mes articulations me font mal tout les jours et je sais pas pourquoi .","mal dormir gratte mal cause boutons . ongles petits trous , inquiétant . , articulations mal jours sais .","je avoir de mal avoir dormir parce que son me gratt et son me faire mal avoir cause un bouton . mon ongle avoir un petit trou , ce être inquiéter . en plus , mon articulation me faire mal tout le jour et je savoir pas pourquoi ."
643,psoriasis,"Il y a une sorte de poudre argentée sur ma peau. En plus, la peau de mes bras et de mon dos commence à peler. C'est étrange et ça m'inquiète beaucoup.","Il y a une sorte de poudre argentée sur ma peau . En plus , la peau de mes bras et de mon dos commence à peler . C' est étrange et ça m' inquiète beaucoup .","sorte poudre argentée peau . , peau bras dos commence peler . étrange inquiète beaucoup .","il y avoir un sorte de poudre argenter sur mon peau . en plus , le peau de mon bras et de mon dos commence à peler . ce être étrange et cela me inquiéter beaucoup .","Il y a une sorte de poudre argentée sur ma peau. En plus, la peau de mes bras et de mon dos commence à peler. C'est étrange et ça m'inquiète beaucoup.","Il y a une sorte de poudre argentée sur ma peau . En plus , la peau de mes bras et de mon dos commence à peler . C' est étrange et ça m' inquiète beaucoup .","sorte poudre argentée peau . , peau bras dos commence peler . étrange inquiète beaucoup .","il y avoir un sorte de poudre argenter sur mon peau . en plus , le peau de mon bras et de mon dos commence à peler . ce être étrange et cela me inquiéter beaucoup .","Il y a une sorte de poudre argenté sur ma peau. En plu, la peau de mes bras et de mon dos commence a peller. Sa étrange et sa m'inquiète beaucoup.","Il y a une sorte de poudre argenté sur ma peau . En plu , la peau de mes bras et de mon dos commence a peller . Sa étrange et sa m' inquiète beaucoup .","sorte poudre argenté peau . plu , peau bras dos commence peller . étrange inquiète beaucoup .","il y avoir un sorte de poudre argenter sur mon peau . en pleuvoir , le peau de mon bras et de mon dos commence avoir peller . son étrange et son me inquiéter beaucoup ."
556,ulcère gastroduodénal,"Mon appétit et ma faim chronique sont tous les deux féroces. Mon estomac peut parfois me faire mal et se contracter. J'ai des gaz et des ballonnements après avoir mangé, ce qui est vraiment douloureux.","Mon appétit et ma faim chronique sont tous les deux féroces . Mon estomac peut parfois me faire mal et se contracter . J' ai des gaz et des ballonnements après avoir mangé , ce qui est vraiment douloureux .","appétit faim chronique féroces . estomac faire mal contracter . gaz ballonnements mangé , vraiment douloureux .","mon appétit et mon faim chronique être tout le deux féroce . mon estomac pouvoir parfois me faire mal et se contracter . je avoir un gaz et de ballonnement après avoir mangé , ce qui être vraiment douloureux .","J'ai toujours très faim. Parfois, mon estomac me fait mal et se contracte. Après avoir mangé, j'ai des gaz et je me sens gonflé, ce qui est vraiment douloureux.","J' ai toujours très faim . Parfois , mon estomac me fait mal et se contracte . Après avoir mangé , j' ai des gaz et je me sens gonflé , ce qui est vraiment douloureux .","faim . , estomac mal contracte . mangé , gaz sens gonflé , vraiment douloureux .","je avoir toujours très faim . parfois , mon estomac me faire mal et se contracte . après avoir mangé , je avoir un gaz et je me sentir gonfler , ce qui être vraiment douloureux .","J'ai toujour tré faim. Parfoi, mon estomac me fais mal et se contracte. Après avoir mangé, j'ai des gaz et je me sens gonflé, sa fais vraiment mal.","J' ai toujour tré faim . Parfoi , mon estomac me fais mal et se contracte . Après avoir mangé , j' ai des gaz et je me sens gonflé , sa fais vraiment mal .","toujour tré faim . Parfoi , estomac mal contracte . mangé , gaz sens gonflé , vraiment mal .","je avoir toujour tré faim . Parfoi , mon estomac me faire mal et se contracte . après avoir mangé , je avoir un gaz et je me sentir gonfler , son fai vraiment mal ."
577,pneumonie,"Je me sens vraiment froid et fatigué ces derniers temps, et je tousse beaucoup avec des douleurs à la poitrine. Mon cœur bat aussi très vite, et quand je tousse, les expectorations sont d'une couleur rouille.","Je me sens vraiment froid et fatigué ces derniers temps , et je tousse beaucoup avec des douleurs à la poitrine . Mon cœur bat aussi très vite , et quand je tousse , les expectorations sont d' une couleur rouille .","sens vraiment froid fatigué derniers temps , tousse beaucoup douleurs poitrine . cœur vite , tousse , expectorations couleur rouille .","je me sentir vraiment froid et fatiguer ce dernier temps , et je tousser beaucoup avec un douleur à le poitrine . mon cœur battre aussi très vite , et quand je tousser , le expectoration être de un couleur rouille .","Je me sens vraiment froid et fatigué, et je tousse beaucoup avec des douleurs à la poitrine. Mon cœur bat très vite, et quand je tousse, les crachats sont d'une couleur rouille.","Je me sens vraiment froid et fatigué , et je tousse beaucoup avec des douleurs à la poitrine . Mon cœur bat très vite , et quand je tousse , les crachats sont d' une couleur rouille .","sens vraiment froid fatigué , tousse beaucoup douleurs poitrine . cœur vite , tousse , crachats couleur rouille .","je me sentir vraiment froid et fatiguer , et je tousser beaucoup avec un douleur à le poitrine . mon cœur battre très vite , et quand je tousser , le crachat être de un couleur rouille .","Je me sens vraimen froid et fatigué, et je tousse beaucou avec des douleur a la poitrine. Mon cœur bat tré vite, et quand je tousse, les cracha son d'une couleur rouille.","Je me sens vraimen froid et fatigué , et je tousse beaucou avec des douleur a la poitrine . Mon cœur bat tré vite , et quand je tousse , les cracha son d' une couleur rouille .","sens vraimen froid fatigué , tousse beaucou douleur poitrine . cœur tré vite , tousse , cracha couleur rouille .","je me sentir vraimen froid et fatiguer , et je tousser beaucou avec un douleur avoir le poitrine . mon cœur battre trer vite , et quand je tousser , le cracha son de un couleur rouille ."
85,asthme bronchique,"Docteur, j'ai eu une forte fièvre ces derniers jours, ma salive est devenue épaisse, j'ai une toux sèche et je me sens faible.","Docteur , j' ai eu une forte fièvre ces derniers jours , ma salive est devenue épaisse , j' ai une toux sèche et je me sens faible .","Docteur , forte fièvre derniers jours , salive devenue épaisse , toux sèche sens faible .","Docteur , je avoir avoir un fort fièvre ce dernier jour , mon salive être devenir épais , je avoir un toux sec et je me sentir faible .","Docteur, j'ai eu beaucoup de fièvre ces derniers jours, ma salive est devenue épaisse, j'ai une toux sèche et je me sens faible.","Docteur , j' ai eu beaucoup de fièvre ces derniers jours , ma salive est devenue épaisse , j' ai une toux sèche et je me sens faible .","Docteur , beaucoup fièvre derniers jours , salive devenue épaisse , toux sèche sens faible .","Docteur , je avoir avoir beaucoup de fièvre ce dernier jour , mon salive être devenir épais , je avoir un toux sec et je me sentir faible .","Docteur, j'ai eu beaucou de fièvre ces derniers jours, ma salive est devenue épai, j'ai une tou sèche et je me sens faible.","Docteur , j' ai eu beaucou de fièvre ces derniers jours , ma salive est devenue épai , j' ai une tou sèche et je me sens faible .","Docteur , beaucou fièvre derniers jours , salive devenue épai , tou sèche sens faible .","Docteur , je avoir avoir beaucou de fièvre ce dernier jour , mon salive être devenir épai , je avoir un tou sec et je me sentir faible ."
242,rhume,"J'ai une toux et un rhume terribles depuis des jours. Mon visage est fatigué et mes sinus sont bouchés. En plus, ma poitrine me fait mal à cause des glaires que j'ai toussées. Je ne sens rien, et mes muscles me font terriblement mal.","J' ai une toux et un rhume terribles depuis des jours . Mon visage est fatigué et mes sinus sont bouchés . En plus , ma poitrine me fait mal à cause des glaires que j' ai toussées . Je ne sens rien , et mes muscles me font terriblement mal .","toux rhume terribles jours . visage fatigué sinus bouchés . , poitrine mal cause glaires toussées . sens rien , muscles terriblement mal .","je avoir un toux et un rhume terrible depuis un jour . mon visage être fatiguer et mon sinus être boucher . en plus , mon poitrine me faire mal à cause un glaire que je avoir tousser . je ne sentir rien , et mon muscle me faire terriblement mal .","J'ai une grosse toux et un rhume depuis plusieurs jours. Mon visage est fatigué et mon nez est bouché. En plus, ma poitrine me fait mal à cause des morves que j'ai toussées. Je ne sens rien et mes muscles me font très mal.","J' ai une grosse toux et un rhume depuis plusieurs jours . Mon visage est fatigué et mon nez est bouché . En plus , ma poitrine me fait mal à cause des morves que j' ai toussées . Je ne sens rien et mes muscles me font très mal .","grosse toux rhume jours . visage fatigué nez bouché . , poitrine mal cause morves toussées . sens rien muscles mal .","je avoir un gros toux et un rhume depuis plusieurs jour . mon visage être fatiguer et mon nez être bouché . en plus , mon poitrine me faire mal à cause un morve que je avoir tousser . je ne sentir rien et mon muscle me faire très mal .","J'ai une grose toux et un rhume depui pluieur jour. Mon visage est fatigué et mon nez est bouché. En plu, ma poitrine me fais mal a cause des morve que j'ai toussé. Je ne sen rien et mes muscle me font tré mal.","J' ai une grose toux et un rhume depui pluieur jour . Mon visage est fatigué et mon nez est bouché . En plu , ma poitrine me fais mal a cause des morve que j' ai toussé . Je ne sen rien et mes muscle me font tré mal .","grose toux rhume depui pluieur jour . visage fatigué nez bouché . plu , poitrine mal cause morve toussé . sen rien muscle tré mal .","je avoir un grose toux et un rhume depui pluieur jour . mon visage être fatiguer et mon nez être bouché . en pleuvoir , mon poitrine me faire mal avoir cause un morve que je avoir tousser . je ne sen rien et mon muscle me faire trer mal ."
159,varicelle,Je suis inquiet à propos de cette éruption cutanée sur ma peau. Elle se propage rapidement et cause beaucoup d'inconfort. Je peux à peine dormir la nuit à cause des démangeaisons.,Je suis inquiet à propos de cette éruption cutanée sur ma peau . Elle se propage rapidement et cause beaucoup d' inconfort . Je peux à peine dormir la nuit à cause des démangeaisons .,inquiet propos éruption cutanée peau . propage rapidement cause beaucoup inconfort . peine dormir nuit cause démangeaisons .,je être inquiet à propos de ce éruption cutané sur mon peau . lui se propager rapidement et cause beaucoup de inconfort . je pouvoir à peine dormir le nuit à cause un démangeaison .,Je suis inquiet à propos de cette éruption cutanée sur ma peau. Elle se propage rapidement et cause beaucoup d'inconfort. Je peux à peine dormir la nuit à cause des démangeaisons.,Je suis inquiet à propos de cette éruption cutanée sur ma peau . Elle se propage rapidement et cause beaucoup d' inconfort . Je peux à peine dormir la nuit à cause des démangeaisons .,inquiet propos éruption cutanée peau . propage rapidement cause beaucoup inconfort . peine dormir nuit cause démangeaisons .,je être inquiet à propos de ce éruption cutané sur mon peau . lui se propager rapidement et cause beaucoup de inconfort . je pouvoir à peine dormir le nuit à cause un démangeaison .,Je suis inquiet à propos de cette éruption cutanée sur ma peau. Elle se propage rapidement et cause beaucoup d'inconfort. Je peux à peine dormir la nuit à cause des démangeaisons.,Je suis inquiet à propos de cette éruption cutanée sur ma peau . Elle se propage rapidement et cause beaucoup d' inconfort . Je peux à peine dormir la nuit à cause des démangeaisons .,inquiet propos éruption cutanée peau . propage rapidement cause beaucoup inconfort . peine dormir nuit cause démangeaisons .,je être inquiet à propos de ce éruption cutané sur mon peau . lui se propager rapidement et cause beaucoup de inconfort . je pouvoir à peine dormir le nuit à cause un démangeaison .
524,migraine,"En plus des maux de tête fréquents et de la vision floue, d'une faim accrue, d'un cou raide, de l'anxiété, de l'irritabilité et de troubles visuels, j'ai eu des problèmes d'estomac, y compris de l'indigestion et de l'acidité.","En plus des maux de tête fréquents et de la vision floue , d' une faim accrue , d' un cou raide , de l' anxiété , de l' irritabilité et de troubles visuels , j' ai eu des problèmes d' estomac , y compris de l' indigestion et de l' acidité .","maux tête fréquents vision floue , faim accrue , cou raide , anxiété , irritabilité troubles visuels , problèmes estomac , indigestion acidité .","en plus un mal de tête fréquent et de le vision flou , de un faim accru , de un cou raide , de le anxiété , de le irritabilité et de trouble visuel , je avoir avoir un problème de estomac , y compris de le indigestion et de le acidité .","En plus des maux de tête et de la vision floue, j'ai tout le temps faim, mon cou est raide, je suis anxieux, irritable et j'ai des problèmes de vue. J'ai aussi des problèmes d'estomac, comme de l'indigestion et de l'acidité.","En plus des maux de tête et de la vision floue , j' ai tout le temps faim , mon cou est raide , je suis anxieux , irritable et j' ai des problèmes de vue . J' ai aussi des problèmes d' estomac , comme de l' indigestion et de l' acidité .","maux tête vision floue , temps faim , cou raide , anxieux , irritable problèmes vue . problèmes estomac , indigestion acidité .","en plus un mal de tête et de le vision flou , je avoir tout le temps faim , mon cou être raide , je être anxieux , irritable et je avoir un problème de vue . je avoir aussi un problème de estomac , comme de le indigestion et de le acidité .","En plus des maux de tete et de la vision floue, j'ai tout le temp faim, mon cou est raide, je suis anxieu, irritable et j'ai des probleme de vue. J'ai aussi des probleme d'estomac, comme de l'indigestion et de l'acidité.","En plus des maux de tete et de la vision floue , j' ai tout le temp faim , mon cou est raide , je suis anxieu , irritable et j' ai des probleme de vue . J' ai aussi des probleme d' estomac , comme de l' indigestion et de l' acidité .","maux tete vision floue , temp faim , cou raide , anxieu , irritable probleme vue . probleme estomac , indigestion acidité .","en plus un mal de tete et de le vision flou , je avoir tout le temp faim , mon cou être raide , je être anxieu , irritable et je avoir un probleme de vue . je avoir aussi un probleme de estomac , comme de le indigestion et de le acidité ."
35,allergie,Je me sens toujours épuisé et j'ai des picotements dans la gorge. J'ai aussi commencé à avoir la peau sèche. Mes yeux gonflent parfois.,Je me sens toujours épuisé et j' ai des picotements dans la gorge . J' ai aussi commencé à avoir la peau sèche . Mes yeux gonflent parfois .,sens épuisé picotements gorge . commencé peau sèche . yeux gonflent .,je me sentir toujours épuiser et je avoir un picotement dans le gorge . je avoir aussi commencer à avoir le peau sec . Mes oeil gonfler parfois .,Je me sens toujours fatigué et j'ai des picotements dans la gorge. J'ai aussi commencé à avoir la peau sèche. Mes yeux gonflent parfois.,Je me sens toujours fatigué et j' ai des picotements dans la gorge . J' ai aussi commencé à avoir la peau sèche . Mes yeux gonflent parfois .,sens fatigué picotements gorge . commencé peau sèche . yeux gonflent .,je me sentir toujours fatiguer et je avoir un picotement dans le gorge . je avoir aussi commencer à avoir le peau sec . Mes oeil gonfler parfois .,Je me sens toujour fatigué et j'ai des picotements dans la gorge. J'ai aussi commencé à avoir la peau sèche. Mes yeux gonfle parfois.,Je me sens toujour fatigué et j' ai des picotements dans la gorge . J' ai aussi commencé à avoir la peau sèche . Mes yeux gonfle parfois .,sens toujour fatigué picotements gorge . commencé peau sèche . yeux gonfle .,je me sentir toujour fatigué et je avoir un picotement dans le gorge . je avoir aussi commencer à avoir le peau sec . mon oeil gonfle parfois .
